epoch,train_loss,val_loss,val_iou,val_pixel_acc,learning_rate
32,0.3482574880123138,0.4278230041265488,0.3642451905262067,0.8911640167236328,5e-05
33,0.3397721476852894,0.4202428311109543,0.3737477318276888,0.8922076225280762,5e-05
34,0.3376129247248173,0.4157416045665741,0.3744328417481122,0.8932226181030274,5e-05
35,0.3248647410422564,0.4109850823879242,0.3789240008274844,0.8945313453674316,5e-05
36,0.3191912114620209,0.41099118292331693,0.3808101892770439,0.8942461013793945,5e-05
37,0.31859991922974584,0.39726534187793733,0.3838263317219046,0.8953947067260742,5e-05
38,0.3060323394834995,0.39708514511585236,0.3828955222324472,0.8955055236816406,5e-05
39,0.29727703556418417,0.39045412838459015,0.38675725291651203,0.8959788322448731,5e-05
40,0.292360981926322,0.3839862018823624,0.384298948161421,0.8973255157470703,5e-05
41,0.2918749786913395,0.3855195254087448,0.38738643036289166,0.8962964057922364,5e-05
42,0.27865357100963595,0.38098964393138884,0.3851878704936982,0.8969579696655273,5e-05
43,0.2768137320876122,0.37786227762699126,0.38837852100031733,0.8964437484741211,5e-05
44,0.2728955641388893,0.3753781199455261,0.39226180380235814,0.8976374626159668,5e-05
45,0.2678997416049242,0.3802299499511719,0.3877792794978376,0.8952730178833008,5e-05
46,0.26712792329490187,0.374138081073761,0.39370951355011485,0.8974250793457031,5e-05
47,0.2600772809237242,0.3688385158777237,0.4024774950368667,0.8987627983093261,5e-05
48,0.2566879529505968,0.36730894148349763,0.4009391658078889,0.8983769416809082,5e-05
49,0.251473331078887,0.36946289241313934,0.39976702024556043,0.8977337837219238,5e-05
50,0.24924977011978627,0.36716085970401763,0.4030805864469743,0.8988096237182617,5e-05
51,0.2412035759538412,0.3679521530866623,0.4040260264850778,0.898953628540039,5e-05
52,0.23913790807127952,0.3640955567359924,0.4059864295467511,0.8995031356811524,5e-05
53,0.23570247329771518,0.3601133704185486,0.4061433316730175,0.9002352714538574,5e-05
54,0.23163186870515345,0.36192421019077303,0.4113900420454977,0.9004443168640137,5e-05
55,0.22818193957209587,0.36073564291000365,0.4049780564938935,0.9002198219299317,5e-05
56,0.2291986294090748,0.35923702716827394,0.41069251969323756,0.8998517990112305,5e-05
57,0.22394408322870732,0.35879775881767273,0.4105895427942989,0.9000443458557129,5e-05
58,0.22253977470099925,0.3561945706605911,0.4135472282225109,0.9011753082275391,5e-05
59,0.21529096849262713,0.3552009999752045,0.4114126555592521,0.9006548881530761,5e-05
60,0.2168632484972477,0.35508818328380587,0.4148968252047349,0.9017061233520508,5e-05
61,0.21343689709901809,0.35480065941810607,0.41659116014039366,0.9018362998962403,5e-05
62,0.20757165737450123,0.3571196973323822,0.4184154060346499,0.901483154296875,5e-05
63,0.20578769110143186,0.35373966097831727,0.41526594449155485,0.9019934654235839,5e-05
64,0.2079319827258587,0.3611615151166916,0.41325189593920875,0.9012014389038085,5e-05
65,0.1999180566519499,0.3539999932050705,0.412784650792827,0.9013343811035156,5e-05
66,0.19713588505983354,0.34669295847415926,0.41751087789342456,0.9036357879638672,5e-05
67,0.19684366881847382,0.34828872233629227,0.4174644488410043,0.9030282020568847,5e-05
68,0.19664093740284444,0.3457131117582321,0.4203775469685982,0.9037281036376953,5e-05
69,0.19350769631564618,0.3520246118307114,0.41264842844274596,0.902737808227539,5e-05
70,0.1936203956604004,0.3497618049383163,0.41998090136520866,0.9024872779846191,5e-05
71,0.18932464383542538,0.34724023938179016,0.42166993061821445,0.9035324096679688,5e-05
72,0.18647133484482764,0.3513701170682907,0.42567225741043624,0.904057788848877,5e-05
73,0.18530401401221752,0.34478617310523985,0.43359571397052443,0.9048409461975098,5e-05
74,0.187969608604908,0.34699647724628446,0.4317584438325719,0.904387092590332,5e-05
75,0.18041880317032338,0.35091071873903273,0.42453831581792034,0.902713680267334,5e-05
76,0.181468153744936,0.3545906484127045,0.42807020837982235,0.903880500793457,5e-05
77,0.18006225153803826,0.3487775817513466,0.4231558504519965,0.9037615776062011,5e-05
78,0.17686071582138538,0.3520760953426361,0.43193604414622466,0.9035833358764649,5e-05
79,0.1785283714532852,0.3486928254365921,0.4281460149386557,0.9054119110107421,5e-05
80,0.17405703477561474,0.3452494591474533,0.4278656902395569,0.9045588493347168,5e-05
81,0.18385493531823158,0.35986071825027466,0.4307145733182794,0.9013831138610839,5e-05
82,0.1808985223993659,0.334119638800621,0.43761112963802784,0.9060915946960449,5e-05
83,0.17700753584504128,0.3393088817596436,0.4396647003553843,0.9064251899719238,5e-05
84,0.17852966003119947,0.3518523871898651,0.4340736552737245,0.9019989967346191,5e-05
85,0.16758424341678618,0.34944735914468766,0.43562666256329646,0.904776668548584,5e-05
86,0.17034307774156332,0.34299183189868926,0.4347991242211397,0.9061343193054199,5e-05
87,0.1680870471522212,0.34180511981248857,0.4376988455148771,0.9066553115844727,5e-05
88,0.16405033078044653,0.34471184611320493,0.43525920164411563,0.9061899185180664,5e-05
89,0.1632326425984502,0.34044478088617325,0.44454856463902914,0.9066911697387695,5e-05
90,0.15802607629448176,0.3421507805585861,0.44044036718335705,0.9061971664428711,5e-05
91,0.1615425318479538,0.34647416323423386,0.4417437697812058,0.9060524940490723,5e-05
92,0.16025435663759707,0.3464660942554474,0.43734674255199835,0.9061494827270508,5e-05
93,0.15777816474437714,0.3441641375422478,0.4410484138794256,0.9060611724853516,2.5e-05
94,0.15526152774691582,0.33772027045488356,0.4433789057972438,0.9075590133666992,2.5e-05
95,0.15352898612618446,0.3426460027694702,0.44288283343305573,0.906704044342041,2.5e-05
96,0.15474577955901622,0.34453807920217516,0.44512545120294034,0.9066218376159668,2.5e-05
97,0.15780817437916994,0.34192565381526946,0.444697077470233,0.9071059226989746,2.5e-05
98,0.15306319985538722,0.34452526569366454,0.44586683004118344,0.9072497367858887,2.5e-05
99,0.1523615460842848,0.34219895750284196,0.4453775450109694,0.907752513885498,2.5e-05
100,0.15088857281953097,0.343908916413784,0.44940221630043853,0.9072361946105957,2.5e-05
101,0.15437369756400585,0.34540634900331496,0.448736807012384,0.9068325996398926,2.5e-05
102,0.15104307532310485,0.3433383136987686,0.4487176355109771,0.906157112121582,2.5e-05
103,0.1479736253619194,0.345862440764904,0.4464517656635111,0.9058393478393555,2.5e-05
104,0.1505237113684416,0.3458794102072716,0.4482875581207746,0.9065600395202636,1.25e-05
105,0.14950415287166835,0.34727031737565994,0.44728026994397396,0.9066672325134277,1.25e-05
106,0.1459110775962472,0.34437852054834367,0.4478334405625654,0.9071216583251953,1.25e-05
107,0.14750513397157192,0.34602197259664536,0.4468726448371382,0.906499195098877,1.25e-05
108,0.14687899723649026,0.34787856191396715,0.4457196762780463,0.9066473007202148,1.25e-05
109,0.1471075678244233,0.3466403916478157,0.4468932174170293,0.9071154594421387,1.25e-05
110,0.14607891477644444,0.34644565731287,0.44707100488107354,0.9072778701782227,1.25e-05
111,0.1431604029610753,0.3471211105585098,0.4475746497201487,0.9072307586669922,1.25e-05
112,0.14615024831146,0.3474923446774483,0.4472785900571318,0.9071493148803711,1.25e-05
113,0.1432350082322955,0.34569345861673356,0.448402244565372,0.907280445098877,1.25e-05
114,0.14280304685235023,0.3462838724255562,0.4478228521043193,0.9071817398071289,1.25e-05
115,0.14353125859051943,0.3446472272276878,0.448457455297525,0.9071746826171875,6.25e-06
116,0.14189024288207291,0.3449186757206917,0.4492647071876109,0.9073588371276855,6.25e-06
117,0.14301579706370832,0.34468191862106323,0.44937989671337214,0.9073397636413574,6.25e-06
118,0.14396118950098752,0.3453851342201233,0.44856335478983056,0.9074657440185547,6.25e-06
119,0.14362641237676144,0.34706066101789473,0.4480041297439323,0.9070751190185546,6.25e-06
120,0.14339483827352523,0.34459483325481416,0.4490755547987583,0.9074879646301269,6.25e-06
121,0.13957003839313983,0.34444142431020736,0.4489361952489491,0.9072797775268555,6.25e-06
122,0.1439114458858967,0.34597711116075514,0.44901924049627684,0.9074710845947266,6.25e-06
123,0.14018367808312177,0.3487256497144699,0.44900069376687635,0.9069783210754394,6.25e-06
124,0.1423112999647856,0.3469256296753883,0.44849191027175916,0.9066679954528809,6.25e-06
125,0.13914301712065935,0.3492505967617035,0.44780679897765363,0.9068210601806641,6.25e-06
126,0.14213985092937947,0.34723158925771713,0.44821586700655447,0.9071002960205078,3.125e-06
127,0.1436150910332799,0.3472994104027748,0.44836734952413354,0.907260513305664,3.125e-06
128,0.1413044910877943,0.3481155052781105,0.44841510458161793,0.9072979927062989,3.125e-06
129,0.1425509424880147,0.34878837913274763,0.44914130944816993,0.9068113327026367,3.125e-06
130,0.14168672487139702,0.3489751100540161,0.447724997977755,0.9071556091308594,3.125e-06
131,0.1395376117900014,0.34654629081487653,0.4498594603765443,0.9072971343994141,3.125e-06
132,0.14196567200124263,0.34670923501253126,0.44850875772627374,0.9070631980895996,3.125e-06
133,0.1407320076599717,0.3472368076443672,0.44924486645930306,0.907187557220459,3.125e-06
134,0.14098009169101716,0.34781876355409624,0.4486374777597181,0.9070567131042481,3.125e-06
135,0.1410699263215065,0.34618728756904604,0.4485142962886526,0.9073138236999512,3.125e-06
136,0.139891523309052,0.3481169655919075,0.44920414081545373,0.9070531845092773,3.125e-06
137,0.1388793295249343,0.34705965518951415,0.4495734974234855,0.9072274208068848,1.5625e-06
138,0.13945932406932116,0.348088926076889,0.44850329850550263,0.9073445320129394,1.5625e-06
139,0.14136372618377208,0.3472941741347313,0.44827925794557544,0.9072970390319824,1.5625e-06
140,0.14237248487770557,0.34826458990573883,0.4486952150286272,0.9070237159729004,1.5625e-06
141,0.14109667837619783,0.34789375960826874,0.4488629538300577,0.9069573402404785,1.5625e-06
142,0.1441004082560539,0.34808237850666046,0.4488108325707446,0.9069974899291993,1.5625e-06
143,0.14129760712385178,0.3480686083436012,0.4488271597260408,0.9070662498474121,1.5625e-06
144,0.14078129269182682,0.3480574876070023,0.4491170151127385,0.9070249557495117,1.5625e-06
145,0.13998887222260237,0.34860159307718275,0.4481915621440319,0.9070910453796387,1.5625e-06
146,0.1381713906303048,0.3489322021603584,0.4489221001208323,0.9069912910461426,1.5625e-06
147,0.14420362953096627,0.34901430606842043,0.4487676716750467,0.9070490837097168,1.5625e-06
148,0.14050680696964263,0.3473456859588623,0.44829755443401237,0.9072024345397949,1e-06
149,0.14108974076807498,0.3480185180902481,0.44901109338785955,0.9069550514221192,1e-06
150,0.14027205258607864,0.3487074464559555,0.4500816554177204,0.9073509216308594,1e-06
